"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-4650.blockOrder";"session.node-4650.IATorder";"session.node-4650.keyOrder";"session.node-9273.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime";"trial.IAT_block1.durationTime";"trial.IAT_block1.endTime";"trial.IAT_block1.outcome";"trial.IAT_block1.response";"trial.IAT_block1.result";"trial.IAT_block1.RT";"trial.IAT_block1.startTime";"trial.IAT_block1.Stimfile";"trial.IAT_block1.stimType";"trial.IAT_block1.word";"trial.IAT_block2.durationTime";"trial.IAT_block2.endTime";"trial.IAT_block2.outcome";"trial.IAT_block2.response";"trial.IAT_block2.result";"trial.IAT_block2.RT";"trial.IAT_block2.startTime";"trial.IAT_block2.Stimfile";"trial.IAT_block2.stimType";"trial.IAT_block2.word";"trial.IAT_block3.durationTime";"trial.IAT_block3.endTime";"trial.IAT_block3.outcome";"trial.IAT_block3.response";"trial.IAT_block3.result";"trial.IAT_block3.RT";"trial.IAT_block3.startTime";"trial.IAT_block3.Stimfile";"trial.IAT_block3.stimType";"trial.IAT_block3.word";"trial.IAT_Practice1.durationTime";"trial.IAT_Practice1.endTime";"trial.IAT_Practice1.outcome";"trial.IAT_Practice1.response";"trial.IAT_Practice1.result";"trial.IAT_Practice1.RT";"trial.IAT_Practice1.startTime";"trial.IAT_Practice1.Stimfile";"trial.IAT_Practice1.stimType";"trial.IAT_Practice1.word";"trial.IAT_practice2.durationTime";"trial.IAT_practice2.endTime";"trial.IAT_practice2.outcome";"trial.IAT_practice2.response";"trial.IAT_practice2.result";"trial.IAT_practice2.RT";"trial.IAT_practice2.startTime";"trial.IAT_practice2.Stimfile";"trial.IAT_practice2.stimType";"trial.IAT_practice2.word"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"315";"314";"module.IAT_Block2.exec-9136.IAT_block2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:06:39.602";"FINISHED";"PLEASANT";"failure";"438";"2014-07-21 14:06:37.899";"IAT_PP.csv";"2";"undefined";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"316";"315";"module.IAT_Block2.exec-9136.IAT_block2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:06:41.320";"FINISHED";"NEUTRAL";"success";"485";"2014-07-21 14:06:39.617";"IAT_PP.csv";"2";"undefined";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"317";"316";"module.IAT_Block2.exec-9136.IAT_block2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1700";"2014-07-21 14:06:43.023";"FINISHED";"NEUTRAL";"success";"709";"2014-07-21 14:06:41.320";"IAT_PP.csv";"2";"general";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"318";"317";"module.IAT_Block2.exec-9136.IAT_block2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:06:44.742";"FINISHED";"PLEASANT";"success";"533";"2014-07-21 14:06:43.039";"IAT_PP.csv";"1";"A2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"319";"318";"module.IAT_Block2.exec-9136.IAT_block2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1713";"2014-07-21 14:06:46.461";"FINISHED";"PLEASANT";"success";"421";"2014-07-21 14:06:44.758";"IAT_PP.csv";"1";"A2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"320";"319";"module.IAT_Block2.exec-9136.IAT_block2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1700";"2014-07-21 14:06:48.195";"FINISHED";"PLEASANT";"success";"636";"2014-07-21 14:06:46.492";"IAT_PP.csv";"1";"heavenly";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"321";"320";"module.IAT_Block2.exec-9136.IAT_block2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:06:49.898";"FINISHED";"NEUTRAL";"success";"635";"2014-07-21 14:06:48.195";"IAT_PP.csv";"2";"average";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"322";"321";"module.IAT_Block2.exec-9136.IAT_block2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:06:51.617";"FINISHED";"NEUTRAL";"success";"618";"2014-07-21 14:06:49.914";"IAT_PP.csv";"2";"average";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"323";"322";"module.IAT_Block2.exec-9136.IAT_block2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1713";"2014-07-21 14:06:53.336";"FINISHED";"NEUTRAL";"success";"570";"2014-07-21 14:06:51.633";"IAT_PP.csv";"2";"moderate";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"324";"323";"module.IAT_Block2.exec-9136.IAT_block2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1700";"2014-07-21 14:06:55.054";"FINISHED";"PLEASANT";"success";"455";"2014-07-21 14:06:53.351";"IAT_PP.csv";"1";"A1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"325";"324";"module.IAT_Block2.exec-9136.IAT_block2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:06:56.773";"FINISHED";"PLEASANT";"success";"567";"2014-07-21 14:06:55.070";"IAT_PP.csv";"1";"delicious";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"326";"325";"module.IAT_Block2.exec-9136.IAT_block2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:06:58.476";"FINISHED";"PLEASANT";"failure";"454";"2014-07-21 14:06:56.773";"IAT_PP.csv";"2";"ordinary";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"327";"326";"module.IAT_Block2.exec-9136.IAT_block2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1700";"2014-07-21 14:07:00.195";"FINISHED";"PLEASANT";"success";"567";"2014-07-21 14:06:58.492";"IAT_PP.csv";"1";"heavenly";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"328";"327";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1701";"2014-07-21 14:07:11.054";"FINISHED";"NEUTRAL";"failure";"870";"2014-07-21 14:07:09.351";"IAT_UPpractice.csv";"1";"disgusting"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"329";"328";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:07:12.773";"FINISHED";"NEUTRAL";"success";"741";"2014-07-21 14:07:11.070";"IAT_UPpractice.csv";"2";"ordinary"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"330";"329";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:07:14.491";"FINISHED";"UNPLEASANT";"success";"429";"2014-07-21 14:07:12.788";"IAT_UPpractice.csv";"1";"horrible"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"331";"330";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1713";"2014-07-21 14:07:16.210";"FINISHED";"UNPLEASANT";"success";"398";"2014-07-21 14:07:14.507";"IAT_UPpractice.csv";"1";"horrible"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"332";"331";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2999";"2014-07-21 14:07:19.226";"FINISHED";"NONE";"failure";"0";"2014-07-21 14:07:16.226";"IAT_UPpractice.csv";"2";"moderate"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"333";"332";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:07:20.944";"FINISHED";"NEUTRAL";"success";"590";"2014-07-21 14:07:19.241";"IAT_UPpractice.csv";"2";"moderate"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"334";"333";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1700";"2014-07-21 14:07:22.647";"FINISHED";"NEUTRAL";"success";"351";"2014-07-21 14:07:20.944";"IAT_UPpractice.csv";"2";"adequate"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"335";"334";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1700";"2014-07-21 14:07:24.366";"FINISHED";"NEUTRAL";"success";"461";"2014-07-21 14:07:22.663";"IAT_UPpractice.csv";"2";"average"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"336";"335";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:07:26.069";"FINISHED";"NEUTRAL";"success";"877";"2014-07-21 14:07:24.366";"IAT_UPpractice.csv";"2";"undefined"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"337";"336";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:07:27.788";"FINISHED";"NEUTRAL";"success";"413";"2014-07-21 14:07:26.085";"IAT_UPpractice.csv";"2";"adequate"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"338";"337";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1701";"2014-07-21 14:07:29.507";"FINISHED";"NEUTRAL";"failure";"355";"2014-07-21 14:07:27.804";"IAT_UPpractice.csv";"1";"bad"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"339";"338";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:07:32.694";"FINISHED";"UNPLEASANT";"success";"836";"2014-07-21 14:07:30.991";"IAT_UPpractice.csv";"1";"awful"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"340";"339";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:07:34.413";"FINISHED";"UNPLEASANT";"success";"508";"2014-07-21 14:07:32.710";"IAT_UPpractice.csv";"1";"nasty"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"341";"340";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1712";"2014-07-21 14:07:36.131";"FINISHED";"UNPLEASANT";"failure";"492";"2014-07-21 14:07:34.428";"IAT_UPpractice.csv";"2";"undefined"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"342";"341";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:07:37.850";"FINISHED";"UNPLEASANT";"success";"782";"2014-07-21 14:07:36.147";"IAT_UPpractice.csv";"1";"nasty"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"343";"342";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1713";"2014-07-21 14:07:39.569";"FINISHED";"UNPLEASANT";"success";"494";"2014-07-21 14:07:37.866";"IAT_UPpractice.csv";"1";"bad"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"344";"343";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1712";"2014-07-21 14:07:41.303";"FINISHED";"UNPLEASANT";"success";"552";"2014-07-21 14:07:39.600";"IAT_UPpractice.csv";"1";"disgusting"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"345";"344";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:07:43.022";"FINISHED";"NEUTRAL";"success";"539";"2014-07-21 14:07:41.319";"IAT_UPpractice.csv";"2";"ordinary"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"346";"345";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:07:44.756";"FINISHED";"UNPLEASANT";"success";"536";"2014-07-21 14:07:43.053";"IAT_UPpractice.csv";"1";"revolting"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"347";"346";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:07:46.459";"FINISHED";"NEUTRAL";"success";"792";"2014-07-21 14:07:44.756";"IAT_UPpractice.csv";"2";"general"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"348";"347";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:07:48.178";"FINISHED";"NEUTRAL";"success";"457";"2014-07-21 14:07:46.475";"IAT_UPpractice.csv";"2";"general"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"349";"348";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:07:49.881";"FINISHED";"UNPLEASANT";"success";"667";"2014-07-21 14:07:48.178";"IAT_UPpractice.csv";"1";"revolting"
"jackarnold";"1992";;"Windows XP";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-21 13:41:56.640";"2014-07-21 14:27:31.802";"1";"1";"0";"1";"1";"350";"349";"module.IAT_Practice2.exec-2187.IAT_practice2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1699";"2014-07-21 14:07:51.600";"FINISHED";"NEUTRAL";"failure";"635";"2014-07-21 14:07:49.897";"IAT_UPpractice.csv";"1";"awful"
